scale,A,B,C,D,AD_cancellation,AD_suspension,AD_reinforcement,DA_cancellation,DA_suspension,DA_reinforcement
muhtemel-kesin,Bu yaza tatil planı yapmamız muhtemel.,Bu yaza tatil planı yapmamız kesin.,Bu yaza tatil planı yapmamız muhtemel değil.,Bu yaza tatil planı yapmamız kesin değil.,"Bu yaza tatil planı yapmamız muhtemel, hatta kesin.","Bu yaza tatil planı yapmamız muhtemel, belki de kesin.",Bu yaza tatil planı yapmamız muhtemel ama kesin değil.,"Bu yaza tatil planı yapmamız kesin değil, hatta muhtemel bile değil.","Bu yaza tatil planı yapmamız kesin değil, belki muhtemel bile değil.",Bu yaza tatil planı yapmamız kesin değil ama muhtemel.
muhtemel-kesin,Akademide devam etmem muhtemel.,Akademide devam etmem kesin.,Akademide devam etmem muhtemel değil.,Akademide devam etmem kesin değil.,"Akademide devam etmem muhtemel, hatta kesin.","Akademide devam etmem muhtemel, belki de kesin.",Akademide devam etmem muhtemel ama kesin değil.,"Akademide devam etmem kesin değil, hatta muhtemel bile değil.","Akademide devam etmem kesin değil, belki muhtemel bile değil.",Akademide devam etmem kesin değil ama muhtemel.
muhtemel-kesin,Sert tepki vermesi muhtemel.,Sert tepki vermesi kesin.,Sert tepki vermesi muhtemel değil.,Sert tepki vermesi kesin değil.,"Sert tepki vermesi muhtemel, hatta kesin.","Sert tepki vermesi muhtemel, belki de kesin.",Sert tepki vermesi muhtemel ama kesin değil.,"Sert tepki vermesi kesin değil, hatta muhtemel bile değil.","Sert tepki vermesi kesin değil, belki muhtemel bile değil.",Sert tepki vermesi kesin değil ama muhtemel.
muhtemel-kesin,Köye ev yaptırması muhtemel.,Köye ev yaptırması kesin.,Köye ev yaptırması muhtemel değil.,Köye ev yaptırması kesin değil.,"Köye ev yaptırması muhtemel, hatta kesin.","Köye ev yaptırması muhtemel, belki de kesin.",Köye ev yaptırması muhtemel ama kesin değil.,"Köye ev yaptırması kesin değil, hatta muhtemel bile değil.","Köye ev yaptırması kesin değil, belki muhtemel bile değil.",Köye ev yaptırması kesin değil ama muhtemel.
muhtemel-kesin,Egzersiz topunu patlatması muhtemel.,Egzersiz topunu patlatması kesin.,Egzersiz topunu patlatması muhtemel değil.,Egzersiz topunu patlatması kesin değil.,"Egzersiz topunu patlatması muhtemel, hatta kesin.","Egzersiz topunu patlatması muhtemel, belki de kesin.",Egzersiz topunu patlatması muhtemel ama kesin değil.,"Egzersiz topunu patlatması kesin değil, hatta muhtemel bile değil.","Egzersiz topunu patlatması kesin değil, belki muhtemel bile değil.",Egzersiz topunu patlatması kesin değil ama muhtemel.
muhtemel-kesin,Çağla'nın otonom araba kullanması muhtemel.,Çağla'nın otonom araba kullanması kesin.,Çağla'nın otonom araba kullanması muhtemel değil.,Çağla'nın otonom araba kullanması kesin değil.,"Çağla'nın otonom araba kullanması muhtemel, hatta kesin.","Çağla'nın otonom araba kullanması muhtemel, belki de kesin.",Çağla'nın otonom araba kullanması muhtemel ama kesin değil.,"Çağla'nın otonom araba kullanması kesin değil, hatta muhtemel bile değil.","Çağla'nın otonom araba kullanması kesin değil, belki muhtemel bile değil.",Çağla'nın otonom araba kullanması kesin değil ama muhtemel.
muhtemel-kesin,Bir yılda üç milyon lira para kazanmamız muhtemel.,Bir yılda üç milyon lira para kazanmamız kesin.,Bir yılda üç milyon lira para kazanmamız muhtemel değil.,Bir yılda üç milyon lira para kazanmamız kesin değil.,"Bir yılda üç milyon lira para kazanmamız muhtemel, hatta kesin.","Bir yılda üç milyon lira para kazanmamız muhtemel, belki de kesin.",Bir yılda üç milyon lira para kazanmamız muhtemel ama kesin değil.,"Bir yılda üç milyon lira para kazanmamız kesin değil, hatta muhtemel bile değil.","Bir yılda üç milyon lira para kazanmamız kesin değil, belki muhtemel bile değil.",Bir yılda üç milyon lira para kazanmamız kesin değil ama muhtemel.
muhtemel-kesin,Güçlerimizi birleştirmemiz muhtemel.,Güçlerimizi birleştirmemiz kesin.,Güçlerimizi birleştirmemiz muhtemel değil.,Güçlerimizi birleştirmemiz kesin değil.,"Güçlerimizi birleştirmemiz muhtemel, hatta kesin.","Güçlerimizi birleştirmemiz muhtemel, belki de kesin.",Güçlerimizi birleştirmemiz muhtemel ama kesin değil.,"Güçlerimizi birleştirmemiz kesin değil, hatta muhtemel bile değil.","Güçlerimizi birleştirmemiz kesin değil, belki muhtemel bile değil.",Güçlerimizi birleştirmemiz kesin değil ama muhtemel.
muhtemel-kesin,Bu yatırımın iyi sonuçlanması muhtemel.,Bu yatırımın iyi sonuçlanması kesin.,Bu yatırımın iyi sonuçlanması muhtemel değil.,Bu yatırımın iyi sonuçlanması kesin değil.,"Bu yatırımın iyi sonuçlanması muhtemel, hatta kesin.","Bu yatırımın iyi sonuçlanması muhtemel, belki de kesin.",Bu yatırımın iyi sonuçlanması muhtemel ama kesin değil.,"Bu yatırımın iyi sonuçlanması kesin değil, hatta muhtemel bile değil.","Bu yatırımın iyi sonuçlanması kesin değil, belki muhtemel bile değil.",Bu yatırımın iyi sonuçlanması kesin değil ama muhtemel.
muhtemel-kesin,Anlattığın hikayenin onu sinirlendirmesi muhtemel.,Anlattığın hikayenin onu sinirlendirmesi kesin.,Anlattığın hikayenin onu sinirlendirmesi muhtemel değil.,Anlattığın hikayenin onu sinirlendirmesi kesin değil.,"Anlattığın hikayenin onu sinirlendirmesi muhtemel, hatta kesin.","Anlattığın hikayenin onu sinirlendirmesi muhtemel, belki de kesin.",Anlattığın hikayenin onu sinirlendirmesi muhtemel ama kesin değil.,"Anlattığın hikayenin onu sinirlendirmesi kesin değil, hatta muhtemel bile değil.","Anlattığın hikayenin onu sinirlendirmesi kesin değil, belki muhtemel bile değil.",Anlattığın hikayenin onu sinirlendirmesi kesin değil ama muhtemel.
muhtemel-kesin,Çayın güzel olması muhtemel.,Çayın güzel olması kesin.,Çayın güzel olması muhtemel değil.,Çayın güzel olması kesin değil.,"Çayın güzel olması muhtemel, hatta kesin.","Çayın güzel olması muhtemel, belki de kesin.",Çayın güzel olması muhtemel ama kesin değil.,"Çayın güzel olması kesin değil, hatta muhtemel bile değil.","Çayın güzel olması kesin değil, belki muhtemel bile değil.",Çayın güzel olması kesin değil ama muhtemel.
muhtemel-kesin,Şeref'in çay tarlasında çalışması muhtemel.,Şeref'in çay tarlasında çalışması kesin.,Şeref'in çay tarlasında çalışması muhtemel değil.,Şeref'in çay tarlasında çalışması kesin değil.,"Şeref'in çay tarlasında çalışması muhtemel, hatta kesin.","Şeref'in çay tarlasında çalışması muhtemel, belki de kesin.",Şeref'in çay tarlasında çalışması muhtemel ama kesin değil.,"Şeref'in çay tarlasında çalışması kesin değil, hatta muhtemel bile değil.","Şeref'in çay tarlasında çalışması kesin değil, belki muhtemel bile değil.",Şeref'in çay tarlasında çalışması kesin değil ama muhtemel.
muhtemel-kesin,Çorabın bugün yırtılması muhtemel.,Çorabın bugün yırtılması kesin.,Çorabın bugün yırtılması muhtemel değil.,Çorabın bugün yırtılması kesin değil.,"Çorabın bugün yırtılması muhtemel, hatta kesin.","Çorabın bugün yırtılması muhtemel, belki de kesin.",Çorabın bugün yırtılması muhtemel ama kesin değil.,"Çorabın bugün yırtılması kesin değil, hatta muhtemel bile değil.","Çorabın bugün yırtılması kesin değil, belki muhtemel bile değil.",Çorabın bugün yırtılması kesin değil ama muhtemel.
muhtemel-kesin,Bu filmin başarı yakalaması muhtemel.,Bu filmin başarı yakalaması kesin.,Bu filmin başarı yakalaması muhtemel değil.,Bu filmin başarı yakalaması kesin değil.,"Bu filmin başarı yakalaması muhtemel, hatta kesin.","Bu filmin başarı yakalaması muhtemel, belki de kesin.",Bu filmin başarı yakalaması muhtemel ama kesin değil.,"Bu filmin başarı yakalaması kesin değil, hatta muhtemel bile değil.","Bu filmin başarı yakalaması kesin değil, belki muhtemel bile değil.",Bu filmin başarı yakalaması kesin değil ama muhtemel.
muhtemel-kesin,Tatilin sonunda Trabzon'a geçmesi muhtemel.,Tatilin sonunda Trabzon'a geçmesi kesin.,Tatilin sonunda Trabzon'a geçmesi muhtemel değil.,Tatilin sonunda Trabzon'a geçmesi kesin değil.,"Tatilin sonunda Trabzon'a geçmesi muhtemel, hatta kesin.","Tatilin sonunda Trabzon'a geçmesi muhtemel, belki de kesin.",Tatilin sonunda Trabzon'a geçmesi muhtemel ama kesin değil.,"Tatilin sonunda Trabzon'a geçmesi kesin değil, hatta muhtemel bile değil.","Tatilin sonunda Trabzon'a geçmesi kesin değil, belki muhtemel bile değil.",Tatilin sonunda Trabzon'a geçmesi kesin değil ama muhtemel.
muhtemel-kesin,Karavanda beraber tatil yapmamız muhtemel.,Karavanda beraber tatil yapmamız kesin.,Karavanda beraber tatil yapmamız muhtemel değil.,Karavanda beraber tatil yapmamız kesin değil.,"Karavanda beraber tatil yapmamız muhtemel, hatta kesin.","Karavanda beraber tatil yapmamız muhtemel, belki de kesin.",Karavanda beraber tatil yapmamız muhtemel ama kesin değil.,"Karavanda beraber tatil yapmamız kesin değil, hatta muhtemel bile değil.","Karavanda beraber tatil yapmamız kesin değil, belki muhtemel bile değil.",Karavanda beraber tatil yapmamız kesin değil ama muhtemel.
muhtemel-kesin,Adana'da bir gece kalmamız muhtemel.,Adana'da bir gece kalmamız kesin.,Adana'da bir gece kalmamız muhtemel değil.,Adana'da bir gece kalmamız kesin değil.,"Adana'da bir gece kalmamız muhtemel, hatta kesin.","Adana'da bir gece kalmamız muhtemel, belki de kesin.",Adana'da bir gece kalmamız muhtemel ama kesin değil.,"Adana'da bir gece kalmamız kesin değil, hatta muhtemel bile değil.","Adana'da bir gece kalmamız kesin değil, belki muhtemel bile değil.",Adana'da bir gece kalmamız kesin değil ama muhtemel.
muhtemel-kesin,Genel müdürle tanışmamız muhtemel.,Genel müdürle tanışmamız kesin.,Genel müdürle tanışmamız muhtemel değil.,Genel müdürle tanışmamız kesin değil.,"Genel müdürle tanışmamız muhtemel, hatta kesin.","Genel müdürle tanışmamız muhtemel, belki de kesin.",Genel müdürle tanışmamız muhtemel ama kesin değil.,"Genel müdürle tanışmamız kesin değil, hatta muhtemel bile değil.","Genel müdürle tanışmamız kesin değil, belki muhtemel bile değil.",Genel müdürle tanışmamız kesin değil ama muhtemel.
muhtemel-kesin,Yeni bir araba almamız muhtemel.,Yeni bir araba almamız kesin.,Yeni bir araba almamız muhtemel değil.,Yeni bir araba almamız kesin değil.,"Yeni bir araba almamız muhtemel, hatta kesin.","Yeni bir araba almamız muhtemel, belki de kesin.",Yeni bir araba almamız muhtemel ama kesin değil.,"Yeni bir araba almamız kesin değil, hatta muhtemel bile değil.","Yeni bir araba almamız kesin değil, belki muhtemel bile değil.",Yeni bir araba almamız kesin değil ama muhtemel.
muhtemel-kesin,Odadaki vazonun bugün kırılması muhtemel.,Odadaki vazonun bugün kırılması kesin.,Odadaki vazonun bugün kırılması muhtemel değil.,Odadaki vazonun bugün kırılması kesin değil.,"Odadaki vazonun bugün kırılması muhtemel, hatta kesin.","Odadaki vazonun bugün kırılması muhtemel, belki de kesin.",Odadaki vazonun bugün kırılması muhtemel ama kesin değil.,"Odadaki vazonun bugün kırılması kesin değil, hatta muhtemel bile değil.","Odadaki vazonun bugün kırılması kesin değil, belki muhtemel bile değil.",Odadaki vazonun bugün kırılması kesin değil ama muhtemel.
muhtemel-kesin,Bilançonun iyi gelmesi muhtemeldi.,Bilançonun iyi gelmesi kesindi.,Bilançonun iyi gelmesi muhtemel değildi.,Bilançonun iyi gelmesi kesin değildi.,"Bilançonun iyi gelmesi muhtemeldi, hatta kesindi.","Bilançonun iyi gelmesi muhtemeldi, belki de kesindi.",Bilançonun iyi gelmesi muhtemeldi ama kesin değildi.,"Bilançonun iyi gelmesi kesin değildi, hatta muhtemel bile değildi.","Bilançonun iyi gelmesi kesin değildi, belki muhtemel bile değildi.",Bilançonun iyi gelmesi kesin değildi ama muhtemeldi.
muhtemel-kesin,Arka koltukta seyahat etmesi muhtemelmiş.,Arka koltukta seyahat etmesi kesinmiş.,Arka koltukta seyahat etmesi muhtemel değilmiş.,Arka koltukta seyahat etmesi kesin değilmiş.,"Arka koltukta seyahat etmesi muhtemelmiş, hatta kesinmiş.","Arka koltukta seyahat etmesi muhtemelmiş, belki de kesinmiş.",Arka koltukta seyahat etmesi muhtemelmiş ama kesin değilmiş.,"Arka koltukta seyahat etmesi kesin değilmiş, hatta muhtemel bile değilmiş.","Arka koltukta seyahat etmesi kesin değilmiş, belki muhtemel bile değilmiş.",Arka koltukta seyahat etmesi kesin değilmiş ama muhtemelmiş.
muhtemel-kesin,İkisinin yarışmaya katılması muhtemel.,İkisinin yarışmaya katılması kesin.,İkisinin yarışmaya katılması muhtemel değil.,İkisinin yarışmaya katılması kesin değil.,"İkisinin yarışmaya katılması muhtemel, hatta kesin.","İkisinin yarışmaya katılması muhtemel, belki de kesin.",İkisinin yarışmaya katılması muhtemel ama kesin değil.,"İkisinin yarışmaya katılması kesin değil, hatta muhtemel bile değil.","İkisinin yarışmaya katılması kesin değil, belki muhtemel bile değil.",İkisinin yarışmaya katılması kesin değil ama muhtemel.
idare eder-harika,Dün seçtiğimiz film idare ederdi.,Dün seçtiğimiz film harikaydı.,Dün seçtiğimiz film idare eder değildi.,Dün seçtiğimiz film harika değildi.,"Dün seçtiğimiz film idare ederdi, hatta harikaydı.","Dün seçtiğimiz film idare ederdi, belki de harikaydı.",Dün seçtiğimiz film idare ederdi ama harika değildi.,"Dün seçtiğimiz film harika değildi, hatta idare eder bile değildi.","Dün seçtiğimiz film harika değildi, belki idare eder bile değildi.",Dün seçtiğimiz film harika değildi ama idare ederdi.
idare eder-harika,Bu sinematiğin görsel kalitesi idare eder.,Bu sinematiğin görsel kalitesi harika.,Bu sinematiğin görsel kalitesi idare eder değil.,Bu sinematiğin görsel kalitesi harika değil.,"Bu sinematiğin görsel kalitesi idare eder, hatta harika.","Bu sinematiğin görsel kalitesi idare eder, belki de harika.",Bu sinematiğin görsel kalitesi idare eder ama harika değil.,"Bu sinematiğin görsel kalitesi harika değil, hatta idare eder bile değil.","Bu sinematiğin görsel kalitesi harika değil, belki idare eder bile değil.",Bu sinematiğin görsel kalitesi harika değil ama idare eder.
idare eder-harika,Bu restoranın yemekleri idare eder.,Bu restoranın yemekleri harika.,Bu restoranın yemekleri idare eder değil.,Bu restoranın yemekleri harika değil.,"Bu restoranın yemekleri idare eder, hatta harika.","Bu restoranın yemekleri idare eder, belki de harika.",Bu restoranın yemekleri idare eder ama harika değil.,"Bu restoranın yemekleri harika değil, hatta idare eder bile değil.","Bu restoranın yemekleri harika değil, belki idare eder bile değil.",Bu restoranın yemekleri harika değil ama idare eder.
idare eder-harika,Bu kahvenin tadı idare eder.,Bu kahvenin tadı harika.,Bu kahvenin tadı idare eder değil.,Bu kahvenin tadı harika değil.,"Bu kahvenin tadı idare eder, hatta harika.","Bu kahvenin tadı idare eder, belki de harika.",Bu kahvenin tadı idare eder ama harika değil.,"Bu kahvenin tadı harika değil, hatta idare eder bile değil.","Bu kahvenin tadı harika değil, belki idare eder bile değil.",Bu kahvenin tadı harika değil ama idare eder.
idare eder-harika,Evimizdeki koltuğun rahatlığı idare eder.,Evimizdeki koltuğun rahatlığı harika.,Evimizdeki koltuğun rahatlığı idare eder değil.,Evimizdeki koltuğun rahatlığı harika değil.,"Evimizdeki koltuğun rahatlığı idare eder, hatta harika.","Evimizdeki koltuğun rahatlığı idare eder, belki de harika.",Evimizdeki koltuğun rahatlığı idare eder ama harika değil.,"Evimizdeki koltuğun rahatlığı harika değil, hatta idare eder bile değil.","Evimizdeki koltuğun rahatlığı harika değil, belki idare eder bile değil.",Evimizdeki koltuğun rahatlığı harika değil ama idare eder.
idare eder-harika,Tur rehberi bu konuda idare eder.,Tur rehberi bu konuda harika.,Tur rehberi bu konuda idare eder değil.,Tur rehberi bu konuda harika değil.,"Tur rehberi bu konuda idare eder, hatta harika.","Tur rehberi bu konuda idare eder, belki de harika.",Tur rehberi bu konuda idare eder ama harika değil.,"Tur rehberi bu konuda harika değil, hatta idare eder bile değil.","Tur rehberi bu konuda harika değil, belki idare eder bile değil.",Tur rehberi bu konuda harika değil ama idare eder.
idare eder-harika,Şirketteki yazılımcımızın işleri idare eder.,Şirketteki yazılımcımızın işleri harika.,Şirketteki yazılımcımızın işleri idare eder değil.,Şirketteki yazılımcımızın işleri harika değil.,"Şirketteki yazılımcımızın işleri idare eder, hatta harika.","Şirketteki yazılımcımızın işleri idare eder, belki de harika.",Şirketteki yazılımcımızın işleri idare eder ama harika değil.,"Şirketteki yazılımcımızın işleri harika değil, hatta idare eder bile değil.","Şirketteki yazılımcımızın işleri harika değil, belki idare eder bile değil.",Şirketteki yazılımcımızın işleri harika değil ama idare eder.
idare eder-harika,Bu pazardaki satışlarımız idare eder.,Bu pazardaki satışlarımız harika.,Bu pazardaki satışlarımız idare eder değil.,Bu pazardaki satışlarımız harika değil.,"Bu pazardaki satışlarımız idare eder, hatta harika.","Bu pazardaki satışlarımız idare eder, belki de harika.",Bu pazardaki satışlarımız idare eder ama harika değil.,"Bu pazardaki satışlarımız harika değil, hatta idare eder bile değil.","Bu pazardaki satışlarımız harika değil, belki idare eder bile değil.",Bu pazardaki satışlarımız harika değil ama idare eder.
idare eder-harika,Son yıllardaki karımız idare eder.,Son yıllardaki karımız harika.,Son yıllardaki karımız idare eder değil.,Son yıllardaki karımız harika değil.,"Son yıllardaki karımız idare eder, hatta harika.","Son yıllardaki karımız idare eder, belki de harika.",Son yıllardaki karımız idare eder ama harika değil.,"Son yıllardaki karımız harika değil, hatta idare eder bile değil.","Son yıllardaki karımız harika değil, belki idare eder bile değil.",Son yıllardaki karımız harika değil ama idare eder.
