scale,A,B,C,D,AD_cancellation,AD_suspension,AD_reinforcement,DA_cancellation,DA_suspension,DA_reinforcement
birkaç-çok,Termosların birkaçı sıcağa dayanaklı.,Termosların çoğu sıcağa dayanaklı.,Termosların hiçbiri sıcağa dayanaklı değil.,Termosların çoğu sıcağa dayanaklı değil.,"Termosların birkaçı sıcağa dayanaklı, hatta çoğu sıcağa dayanaklı.","Termosların birkaçı sıcağa dayanaklı, belki de çoğu sıcağa dayanaklı.",Termosların birkaçı sıcağa dayanaklı ama çoğu sıcağa dayanaklı değil.,"Termosların çoğu sıcağa dayanaklı değil, hatta birkaçı bile sıcağa dayanaklı değil.","Termosların çoğu sıcağa dayanaklı değil, belki birkaçı bile sıcağa dayanaklı değil.",Termosların çoğu sıcağa dayanaklı değil ama birkaçı sıcağa dayanaklı.
bazı-çok,Bazı isimler galada yer alacak.,Çoğu isim galada yer alacak.,Hiçbir isim galada yer almayacak.,Çoğu isim galada yer almayacak.,"Bazı isimler galada yer alacak, hatta çoğu isim yer alacak.","Bazı isimler galada yer alacak, belki de çoğu isim yer alacak.",Bazı isimler galada yer alacak ama çoğu isim galada yer almayacak.,"Çoğu isim galada yer almayacak, hatta bazısı bile yer almayacak.","Çoğu isim galada yer almayacak, belki bazısı bile yer almayacak.",Çoğu isim galada yer almayacak ama bazısı yer alacak.
bazı-çok,Bazı bardak altlıkları istediğimiz gibi.,Çoğu bardak altlığı istediğimiz gibi.,Hiçbir bardak altlığı istediğimiz gibi değil.,Çoğu bardak altlığı istediğimiz gibi değil.,"Bazı bardak altlıkları istediğimiz gibi, hatta çoğu istediğimiz gibi.","Bazı bardak altlıkları istediğimiz gibi, belki de çoğu istediğimiz gibi.",Bazı bardak altlıkları istediğimiz gibi ama çoğu istediğimiz gibi değil.,"Çoğu bardak altlığı istediğimiz gibi değil, hatta bazısı bile istediğimiz gibi değil.","Çoğu bardak altlığı istediğimiz gibi değil, belki bazısı bile istediğimiz gibi değil.",Çoğu bardak altlığı istediğimiz gibi değil ama bazısı istediğimiz gibi.
bazı-çok,Kahve makinelerinin bazısı espresso yapıyor.,Kahve makinelerinin çoğu espresso yapıyor.,Kahve makinelerinin hiçbiri espresso yapmıyor.,Kahve makinelerinin çoğu espresso yapmıyor.,"Kahve makinelerinin bazısı espresso yapıyor, hatta çoğu yapıyor.","Kahve makinelerinin bazısı espresso yapıyor, belki de çoğu yapıyor.",Kahve makinelerinin bazısı espresso yapıyor ama çoğu yapmıyor.,"Kahve makinelerinin çoğu espresso yapmıyor, hatta bazısı bile yapmıyor.","Kahve makinelerinin çoğu espresso yapmıyor, belki bazısı bile yapmıyor.",Kahve makinelerinin çoğu espresso yapmıyor ama bazısı espresso yapıyor.
bazı-çok,Dondurucuların bazıları pahalı.,Dondurucuların çoğu pahalı.,Dondurucuların hiçbiri pahalı değil.,Dondurucuların çoğu pahalı değil.,"Dondurucuların bazıları pahalı, hatta çoğu pahalı.","Dondurucuların bazıları pahalı, belki de çoğu pahalı.",Dondurucuların bazıları pahalı ama çoğu pahalı değil.,"Dondurucuların çoğu pahalı değil, hatta bazısı bile pahalı değil.","Dondurucuların çoğu pahalı değil, belki bazısı bile pahalı değil.",Dondurucuların çoğu pahalı değil ama bazısı pahalı.
bazı-çok,Fırındaki ekmeklerin bazısı yanmış.,Fırındaki ekmeklerin çoğu yanmış.,Fırındaki ekmeklerin hiçbiri yanmamış.,Fırındaki ekmeklerin çoğu yanmamış.,"Fırındaki ekmeklerin bazısı yanmış, hatta çoğu yanmış.","Fırındaki ekmeklerin bazısı yanmış, belki de çoğu yanmış.",Fırındaki ekmeklerin bazısı yanmış ama çoğu yanmamış.,"Fırındaki ekmeklerin çoğu yanmamış, hatta bazısı bile yanmamış.","Fırındaki ekmeklerin çoğu yanmamış, belki bazısı bile yanmamış.",Fırındaki ekmeklerin çoğu yanmamış ama bazısı yanmış.
bazı-çok,Kıyafetlerin bazıları yırtık.,Kıyafetlerin çoğu yırtık.,Kıyafetlerin hiçbiri yırtık değil.,Kıyafetlerin çoğu yırtık değil.,"Kıyafetlerin bazıları yırtık, hatta çoğu yırtık.","Kıyafetlerin bazıları yırtık, belki de çoğu yırtık.",Kıyafetlerin bazıları yırtık ama çoğu yırtık değil.,"Kıyafetlerin çoğu yırtık değil, hatta bazısı bile yırtık değil.","Kıyafetlerin çoğu yırtık değil, belki bazısı bile yırtık değil.",Kıyafetlerin çoğu yırtık değil ama bazısı yırtık.
bazı-çok,Gergedanların bazısı ölüm tehlikesi yaşıyor.,Gergedanların çoğu ölüm tehlikesi yaşıyor.,Gergedanların hiçbiri ölüm tehlikesi yaşamıyor.,Gergedanların çoğu ölüm tehlikesi yaşamıyor.,"Gergedanların bazısı ölüm tehlikesi yaşıyor, hatta çoğu yaşıyor.","Gergedanların bazısı ölüm tehlikesi yaşıyor, belki de çoğu yaşıyor.",Gergedanların bazısı ölüm tehlikesi yaşıyor ama çoğu ölüm tehlikesi yaşamıyor.,"Gergedanların çoğu ölüm tehlikesi yaşamıyor, hatta bazısı bile ölüm tehlikesi yaşamıyor.","Gergedanların çoğu ölüm tehlikesi yaşamıyor, belki bazısı bile ölüm tehlikesi yaşamıyor.",Gergedanların çoğu ölüm tehlikesi yaşamıyor ama bazısı ölüm tehlikesi yaşıyor.
bazı-çok,Diş macunlarının bazısı ağız kokusunu gideriyor.,Diş macunlarının çoğu ağız kokusunu gideriyor.,Diş macunlarının hiçbiri ağız kokusunu gidermiyor.,Diş macunlarının çoğu ağız kokusunu gidermiyor.,"Diş macunlarının bazısı ağız kokusunu gideriyor, hatta çoğu gideriyor.","Diş macunlarının bazısı ağız kokusunu gideriyor, belki de çoğu gideriyor.",Diş macunlarının bazısı ağız kokusunu gideriyor ama çoğu ağız kokusunu gidermiyor.,"Diş macunlarının çoğu ağız kokusunu gidermiyor, hatta bazısı bile ağız kokusunu gidermiyor.","Diş macunlarının çoğu ağız kokusunu gidermiyor, belki bazısı bile ağız kokusunu gidermiyor.",Diş macunlarının çoğu ağız kokusunu gidermiyor ama bazısı ağız kokusunu gideriyor.
bazı-çok,Parfümlerin bazıları bu ağaçtan yapılıyor.,Parfümlerin çoğu bu ağaçtan yapılıyor.,Parfümlerin hiçbiri bu ağaçtan yapılmıyor.,Parfümlerin çoğu bu ağaçtan yapılmıyor.,"Parfümlerin bazıları bu ağaçtan yapılıyor, hatta çoğu bu ağaçtan yapılıyor.","Parfümlerin bazıları bu ağaçtan yapılıyor, belki de çoğu bu ağaçtan yapılıyor.",Parfümlerin bazıları bu ağaçtan yapılıyor ama çoğu bu ağaçtan yapılmıyor.,"Parfümlerin çoğu bu ağaçtan yapılmıyor, hatta bazısı bile bu ağaçtan yapılmıyor.","Parfümlerin çoğu bu ağaçtan yapılmıyor, belki bazısı bile bu ağaçtan yapılmıyor.",Parfümlerin çoğu bu ağaçtan yapılmıyor ama bazısı bu ağaçtan yapılıyor.
bazı-çok,Nemlendiricilerin bazıları bu iklime uygun.,Nemlendiricilerin çoğu bu iklime uygun.,Nemlendiricilerin hiçbiri bu iklime uygun değil.,Nemlendiricilerin çoğu bu iklime uygun değil.,"Nemlendiricilerin bazıları bu iklime uygun, hatta çoğu uygun.","Nemlendiricilerin bazıları bu iklime uygun, belki de çoğu uygun.",Nemlendiricilerin bazıları bu iklime uygun ama çoğu uygun değil.,"Nemlendiricilerin çoğu bu iklime uygun değil, hatta bazısı bile uygun değil.","Nemlendiricilerin çoğu bu iklime uygun değil, belki bazısı bile uygun değil.",Nemlendiricilerin çoğu bu iklime uygun değil ama bazısı bu iklime uygun.
bazı-çok,Maşaların bazıları bu markadan.,Maşaların çoğu bu markadan.,Maşaların hiçbiri bu markadan değil.,Maşaların çoğu bu markadan değil.,"Maşaların bazıları bu markadan, hatta çoğu bu markadan.","Maşaların bazıları bu markadan, belki de çoğu bu markadan.",Maşaların bazıları bu markadan ama çoğu bu markadan değil.,"Maşaların çoğu bu markadan değil, hatta bazısı bile bu markadan değil.","Maşaların çoğu bu markadan değil, belki bazısı bile bu markadan değil.",Maşaların çoğu bu markadan değil ama bazısı bu markadan.
bazı-çok,Bazı reçel markalarını seviyorum.,Çoğu reçel markasını seviyorum.,Hiçbir reçel markasını sevmiyorum.,Çoğu reçel markasını sevmiyorum.,"Bazı reçel markalarını seviyorum, hatta çoğu seviyorum.","Bazı reçel markalarını seviyorum, belki de çoğu seviyorum.",Bazı reçel markalarını seviyorum ama çoğu sevmiyorum.,"Çoğu reçel markasını sevmiyorum, hatta bazısı bile sevmiyorum.","Çoğu reçel markasını sevmiyorum, belki bazısı bile sevmiyorum.",Çoğu reçel markasını sevmiyorum ama bazısı seviyorum.
bazı-çok,Bu yönetmenin bazı filmlerini izledim.,Bu yönetmenin çoğu filmini izledim.,Bu yönetmenin hiçbir filmini izlemedim.,Bu yönetmenin çoğu filmini izlemedim.,"Bu yönetmenin bazı filmlerini izledim, hatta çoğunu izledim.","Bu yönetmenin bazı filmlerini izledim, belki de çoğunu izledim.",Bu yönetmenin bazı filmlerini izledim ama çoğunu izlemedim.,"Bu yönetmenin çoğu filmini izlemedim, hatta bazısını bile izlemedim.","Bu yönetmenin çoğu filmini izlemedim, belki bazısını bile izlemedim.",Bu yönetmenin çoğu filmini izlemedim ama bazısını izledim.
bazı-çok,Tarihin bazı alanları hoşuma gidiyor.,Tarihin çoğu alanı hoşuma gidiyor.,Tarihin hiçbir alanı hoşuma gitmiyor.,Tarihin çoğu alanı hoşuma gitmiyor.,"Tarihin bazı alanları hoşuma gidiyor, hatta çoğu hoşuma gidiyor.","Tarihin bazı alanları hoşuma gidiyor, belki de çoğu hoşuma gidiyor.",Tarihin bazı alanları hoşuma gidiyor ama çoğu hoşuma gitmiyor.,"Tarihin çoğu alanı hoşuma gitmiyor, hatta bazısı bile hoşuma gitmiyor.","Tarihin çoğu alanı hoşuma gitmiyor, belki bazısı bile hoşuma gitmiyor.",Tarihin çoğu alanı hoşuma gitmiyor ama bazısı hoşuma gidiyor.
bazı-çok,Eldivenlerin bazısı dokunmatik ekranlar üzerinde çalışıyor.,Eldivenlerin çoğu dokunmatik ekranlar üzerinde çalışıyor.,Eldivenlerin hiçbiri dokunmatik ekranlar üzerinde çalışmıyor.,Eldivenlerin çoğu dokunmatik ekranlar üzerinde çalışmıyor.,"Eldivenlerin bazısı dokunmatik ekranlar üzerinde çalışıyor, hatta çoğu çalışıyor.","Eldivenlerin bazısı dokunmatik ekranlar üzerinde çalışıyor, belki de çoğu çalışıyor.",Eldivenlerin bazısı dokunmatik ekranlar üzerinde çalışıyor ama çoğu çalışmıyor.,"Eldivenlerin çoğu dokunmatik ekranlar üzerinde çalışmıyor, hatta bazısı bile çalışmıyor.","Eldivenlerin çoğu dokunmatik ekranlar üzerinde çalışmıyor, belki bazısı bile çalışmıyor.",Eldivenlerin çoğu dokunmatik ekranlar üzerinde çalışmıyor ama bazısı çalışıyor.
bazı-çok,Sattıkları botların bazısı su geçirdi.,Sattıkları botların çoğu su geçirdi.,Sattıkları botların hiçbiri su geçirmedi.,Sattıkları botların çoğu su geçirmedi.,"Sattıkları botların bazısı su geçirdi, hatta çoğu su geçirdi.","Sattıkları botların bazısı su geçirdi, belki de çoğu su geçirdi.",Sattıkları botların bazısı su geçirdi ama çoğu su geçirmedi.,"Sattıkları botların çoğu su geçirmedi, hatta bazısı bile su geçirmedi.","Sattıkları botların çoğu su geçirmedi, belki bazısı bile su geçirmedi.",Sattıkları botların çoğu su geçirmedi ama bazısı su geçirdi.
bazı-çok,Bazı köpeklerin tasması sağlam.,Çoğu köpeğin tasması sağlam.,Hiçbir köpeğin tasması sağlam değil.,Çoğu köpeğin tasması sağlam değil.,"Bazı köpeklerin tasması sağlam, hatta çoğunun tasması sağlam.","Bazı köpeklerin tasması sağlam, belki de çoğunun tasması sağlam.",Bazı köpeklerin tasması sağlam ama çoğu tasması sağlam değil.,"Çoğu köpeğin tasması sağlam değil, hatta bazısı bile tasması sağlam değil.","Çoğu köpeğin tasması sağlam değil, belki bazısı bile tasması sağlam değil.",Çoğu köpeğin tasması sağlam değil ama bazısı tasması sağlam.
bazı-çok,Bazı hayvanların beslenmesi kaliteli.,Çoğu hayvanın beslenmesi kaliteli.,Hiçbir hayvanın beslenmesi kaliteli değil.,Çoğu hayvanın beslenmesi kaliteli değil.,"Bazı hayvanların beslenmesi kaliteli, hatta çoğunun beslenmesi kaliteli.","Bazı hayvanların beslenmesi kaliteli, belki de çoğunun beslenmesi kaliteli.",Bazı hayvanların beslenmesi kaliteli ama çoğunun beslenmesi kaliteli değil.,"Çoğu hayvanın beslenmesi kaliteli değil, hatta bazısı bile beslenmesi kaliteli değil.","Çoğu hayvanın beslenmesi kaliteli değil, belki bazısı bile beslenmesi kaliteli değil.",Çoğu hayvanın beslenmesi kaliteli değil ama bazısı beslenmesi kaliteli.
bazı-çok,Bu şehrin bazı sokakları tehlikeli.,Bu şehrin çoğu sokağı tehlikeli.,Bu şehrin hiçbir sokağı tehlikeli değil.,Bu şehrin çoğu sokağı tehlikeli değil.,"Bu şehrin bazı sokakları tehlikeli, hatta çoğu tehlikeli.","Bu şehrin bazı sokakları tehlikeli, belki de çoğu tehlikeli.",Bu şehrin bazı sokakları tehlikeli ama çoğu tehlikeli değil.,"Bu şehrin çoğu sokağı tehlikeli değil, hatta bazısı bile tehlikeli değil.","Bu şehrin çoğu sokağı tehlikeli değil, belki bazısı bile tehlikeli değil.",Bu şehrin çoğu sokağı tehlikeli değil ama bazısı tehlikeli.
bazı-çok,Bazı yemeklerin tadı kötü.,Çoğu yemeğin tadı kötü.,Hiçbir yemeğin tadı kötü değil.,Çoğu yemeğin tadı kötü değil.,"Bazı yemeklerin tadı kötü, hatta çoğunun tadı kötü.","Bazı yemeklerin tadı kötü, belki de çoğunun tadı kötü.",Bazı yemeklerin tadı kötü ama çoğunun tadı kötü değil.,"Çoğu yemeğin tadı kötü değil, hatta bazısının bile tadı kötü değil.","Çoğu yemeğin tadı kötü değil, belki bazısının bile tadı kötü değil.",Çoğu yemeğin tadı kötü değil ama bazısının tadı kötü.
bazı-çok,Oyuncakların bazısı plastiktenmiş.,Oyuncakların çoğu plastiktenmiş.,Oyuncakların hiçbiri plastikten değilmiş.,Oyuncakların çoğu plastikten değilmiş.,"Oyuncakların bazısı plastiktenmiş, hatta çoğu plastiktenmiş.","Oyuncakların bazısı plastiktenmiş, belki de çoğu plastiktenmiş.",Oyuncakların bazısı plastiktenmiş ama çoğu plastikten değilmiş.,"Oyuncakların çoğu plastikten değilmiş, hatta bazısı bile plastikten değilmiş.","Oyuncakların çoğu plastikten değilmiş, belki bazısı bile plastikten değilmiş.",Oyuncakların çoğu plastikten değilmiş ama bazısı plastiktenmiş.
bazı-çok,Cam temizleyicilerin bazısını çöpe attım.,Cam temizleyicilerin çoğunu çöpe attım.,Cam temizleyicilerin hiçbirini çöpe atmadım.,Cam temizleyicilerin çoğunu çöpe atmadım.,"Cam temizleyicilerin bazısını çöpe attım, hatta çoğunu attım.","Cam temizleyicilerin bazısını çöpe attım, belki de çoğunu attım.",Cam temizleyicilerin bazısını çöpe attım ama çoğunu atmadım.,"Cam temizleyicilerin çoğunu atmadım, hatta bazısını bile atmadım.","Cam temizleyicilerin çoğunu atmadım, belki bazısını bile atmadım.",Cam temizleyicilerin çoğunu atmadım ama bazısını çöpe attım.
bazı-çok,Dolabındaki gömleklerin bazısını arkadaşına verdim.,Dolabındaki gömleklerin çoğunu arkadaşına verdim.,Dolabındaki gömleklerin hiçbirini arkadaşına vermedim.,Dolabındaki gömleklerin çoğunu arkadaşına vermedim.,"Dolabındaki gömleklerin bazısını arkadaşına verdim, hatta çoğunu verdim.","Dolabındaki gömleklerin bazısını arkadaşına verdim, belki de çoğunu verdim.",Dolabındaki gömleklerin bazısını arkadaşına verdim ama çoğunu vermedim.,"Dolabındaki gömleklerin çoğunu vermedim, hatta bazısını bile vermedim.","Dolabındaki gömleklerin çoğunu vermedim, belki bazısını bile vermedim.",Dolabındaki gömleklerin çoğunu vermedim ama bazısını arkadaşına verdim.
bazı-çok,Gördüğün bazı uykular anlam taşır.,Gördüğün çoğu uyku anlam taşır.,Gördüğün hiçbir uyku anlam taşımaz.,Gördüğün çoğu uyku anlam taşımaz.,"Gördüğün bazı uykular anlam taşır, hatta çoğu anlam taşır.","Gördüğün bazı uykular anlam taşır, belki de çoğu anlam taşır.",Gördüğün bazı uykular anlam taşır ama çoğu anlam taşımaz.,"Gördüğün çoğu uyku anlam taşımaz, hatta bazısı bile anlam taşımaz.","Gördüğün çoğu uyku anlam taşımaz, belki bazısı bile anlam taşımaz.",Gördüğün çoğu uyku anlam taşımaz ama bazısı anlam taşır.
bazı-çok,Haritanın bazı kısımları yırtılmış.,Haritanın çoğu kısmı yırtılmış.,Haritanın hiçbir kısmı yırtılmamış.,Haritanın çoğu kısmı yırtılmamış.,"Haritanın bazı kısımları yırtılmış, hatta çoğu yırtılmış.","Haritanın bazı kısımları yırtılmış, belki de çoğu yırtılmış.",Haritanın bazı kısımları yırtılmış ama çoğu yırtılmamış.,"Haritanın çoğu kısmı yırtılmamış, hatta bazısı bile yırtılmamış.","Haritanın çoğu kısmı yırtılmamış, belki bazısı bile yırtılmamış.",Haritanın çoğu kısmı yırtılmamış ama bazısı yırtılmış.
bazı-çok,Bazı çiçeklerin kokusu hoş.,Çoğu çiçeğin kokusu hoş.,Hiçbir çiçeğin kokusu hoş değil.,Çoğu çiçeğin kokusu hoş değil.,"Bazı çiçeklerin kokusu hoş, hatta çoğunun kokusu hoş.","Bazı çiçeklerin kokusu hoş, belki de çoğunun kokusu hoş.",Bazı çiçeklerin kokusu hoş ama çoğunun kokusu hoş değil.,"Çoğu çiçeğin kokusu hoş değil, hatta bazısının bile kokusu hoş değil.","Çoğu çiçeğin kokusu hoş değil, belki bazısının bile kokusu hoş değil.",Çoğu çiçeğin kokusu hoş değil ama bazısının kokusu hoş.
