scale,A,B,C,D,AD_cancellation,AD_suspension,AD_reinforcement,DA_cancellation,DA_suspension,DA_reinforcement
herhalde-yüzde yüz,Herhalde bu çözümle tüm sorunları yok ettiler.,Yüzde yüz bu çözümle tüm sorunları yok ettiler.,Herhalde bu çözümle tüm sorunları yok etmediler.,Bu çözümle tüm sorunları yok ettikleri yüzde yüz değil.,"Herhalde bu çözümle tüm sorunları yok ettiler, hatta yok ettikleri yüzde yüz.","Herhalde bu çözümle tüm sorunları yok ettiler, belki de yok ettikleri yüzde yüz.",Herhalde bu çözümle tüm sorunları yok ettiler ama yok ettikleri yüzde yüz değil.,"Bu çözümle tüm sorunları yok ettikleri yüzde yüz değil, hatta herhalde yok etmediler.","Bu çözümle tüm sorunları yok ettikleri yüzde yüz değil, belki de yok etmediler bile.","Bu çözümle tüm sorunları yok ettikleri yüzde yüz değil, ama herhalde yok ettiler."
herhalde-yüzde yüz,Problemleri herhalde onlar ortaya çıkarmışlar.,Problemleri yüzde yüz onlar ortaya çıkarmışlar.,Problemleri herhalde onlar ortaya çıkarmamışlar.,Problemleri onların ortaya çıkardıkları yüzde yüz değilmiş.,"Problemleri herhalde onlar ortaya çıkarmışlar, hatta onların ortaya çıkardıkları yüzde yüzmüş.","Problemleri herhalde onlar ortaya çıkarmışlar, belki de onların ortaya çıkardıkları yüzde yüzmüş.",Problemleri herhalde onlar ortaya çıkarmışlar ama onların ortaya çıkardıkları yüzde yüz değil.,"Problemleri onların ortaya çıkardıkları yüzde yüz değilmiş, hatta herhalde onlar ortaya çıkarmamışlar.","Problemleri onlar ortaya çıkardıkları yüzde yüz değilmiş, belki de onlar ortaya çıkarmamışlar bile.","Problemleri onların ortaya çıkardıkları yüzde yüz değilmiş, ama herhalde onlar ortaya çıkarmışlar."
herhalde-yüzde yüz,Eski sistemleri herhalde onlar geliştirmiş.,Eski sistemleri yüzde yüz onlar geliştirmiş.,Eski sistemleri herhalde onlar geliştirmemiş.,Eski sistemleri onların geliştirdiği yüzde yüz değilmiş.,"Eski sistemleri herhalde onlar geliştirmiş, hatta onların geliştirdikleri yüzde yüzmüş.","Eski sistemleri herhalde onlar geliştirmiş, belki de onların geliştirdikleri yüzde yüzmüş.",Eski sistemleri herhalde onlar geliştirmiş ama onların geliştirdikleri yüzde yüz değilmiş.,"Eski sistemleri onların geliştirdiği yüzde yüz değilmiş, hatta herhalde geliştirmemişler.","Eski sistemleri onların geliştirdiği yüzde yüz değilmiş, belki de geliştirmemiş bile.","Eski sistemleri onların geliştirdiği yüzde yüz değil, ama herhalde geliştirmiş."
herhalde-yüzde yüz,Mutfak tezgahını herhalde onlar temizlemişler.,Mutfak tezgahını yüzde yüz onlar temizlemişler.,Mutfak tezgahını herhalde onlar temizlememişler.,Mutfak tezgahını onların temizlediği yüzde yüz değilmiş.,"Mutfak tezgahını herhalde onlar temizlemişler, hatta temizledikleri yüzde yüzmüş.","Mutfak tezgahını herhalde onlar temizlemişler, belki de temizledikleri yüzde yüzmüş.",Mutfak tezgahını herhalde onlar temizlemişler ama temizledikleri yüzde yüz değilmiş.,"Mutfak tezgahını onların temizlediği yüzde yüz değilmiş, hatta herhalde temizlememişler.","Mutfak tezgahını onların temizlediği yüzde yüz değilmiş, belki de temizlememişler bile.","Mutfak tezgahını onların temizlediği yüzde yüz değilmiş, ama herhalde temizlemişler."
herhalde-yüzde yüz,Geride kalanları herhalde ekip kurtarmış.,Geride kalanları yüzde yüz ekip kurtarmış.,Geride kalanları herhalde ekip kurtarmamış.,Geride kalanları ekibin kurtardığı yüzde yüz değilmiş.,"Geride kalanları herhalde ekip kurtarmış, hatta ekibin kurtardığı yüzde yüzmüş.","Geride kalanları herhalde ekip kurtarmış, belki de ekibin kurtardığı yüzde yüzmüş.",Geride kalanları herhalde ekip kurtarmış ama ekibin kurtardığı yüzde yüz değilmiş.,"Geride kalanları ekibin kurtardığı yüzde yüz değilmiş, hatta herhalde kurtarmamışlar.","Geride kalanları ekibin kurtardığı yüzde yüz değilmiş, belki de kurtarmamışlar bile.","Geride kalanları ekibin kurtardığı yüzde yüz değilmiş, ama herhalde kurtarmışlar."
herhalde-yüzde yüz,Ziyafeti herhalde siz hazırlamışsınız.,Ziyafeti yüzde yüz siz hazırlamışsınız.,Ziyafeti herhalde siz hazırlamamışsınız.,Ziyafeti sizin hazırladığınız yüzde yüz değilmiş.,"Ziyafeti herhalde siz hazırlamışsınız, hatta hazırladığınız yüzde yüzmüş.","Ziyafeti herhalde siz hazırlamışsınız, belki de hazırladığınız yüzde yüzmüş.",Ziyafeti herhalde siz hazırlamışsınız ama hazırladığınız yüzde yüz değilmiş.,"Ziyafeti sizin hazırladığınız yüzde yüz değilmiş, hatta herhalde hazırlamamışsınız.","Ziyafeti sizin hazırladığınız yüzde yüz değilmiş, belki de hazırlamamışsınız bile.","Ziyafeti sizin hazırladığınız yüzde yüz değilmiş, ama herhalde hazırlamışsınız."
herhalde-yüzde yüz,Arabasını herhalde Ali'ye ödünç vermiş.,Arabasını yüzde yüz Ali'ye ödünç vermiş.,Arabasını herhalde Ali'ye ödünç vermemiş.,Arabasını Ali'ye ödünç verdiği yüzde yüz değilmiş.,"Arabasını herhalde Ali'ye ödünç vermiş, hatta Ali'ye ödünç verdiği yüzde yüzmüş.","Arabasını herhalde Ali'ye ödünç vermiş, belki de Ali'ye ödünç verdiği yüzde yüzmüş.",Arabasını herhalde Ali'ye ödünç vermiş ama Ali'ye ödünç verdiği yüzde yüz değilmiş.,"Arabasını Ali'ye ödünç verdiği yüzde yüz değilmiş, hatta herhalde ödünç vermemiş.","Arabasını Ali'ye ödünç verdiği yüzde yüz değilmiş, belki de ödünç vermemiş bile.","Arabasını Ali'ye ödünç verdiği yüzde yüz değilmiş, ama herhalde ödünç vermiş."
herhalde-yüzde yüz,Yazlıklarını herhalde kiralamış.,Yazlıklarını yüzde yüz kiralamış.,Yazlıklarını herhalde kiralamamış.,Yazlıklarını kiraladığı yüzde yüz değilmiş.,"Yazlıklarını herhalde kiralamış, hatta kiraladığı yüzde yüzmüş.","Yazlıklarını herhalde kiralamış, belki de kiraladığı yüzde yüzmüş.",Yazlıklarını herhalde kiralamış ama kiraladığı yüzde yüz değilmiş.,"Yazlıklarını kiraladığı yüzde yüz değilmiş, hatta herhalde kiralamamış.","Yazlıklarını kiraladığı yüzde yüz değilmiş, belki de kiralamamış bile.","Yazlıklarını kiraladığı yüzde yüz değilmiş, ama herhalde kiralamış."
herhalde-yüzde yüz,Arsanın kalan kısmını herhalde satmış.,Arsanın kalan kısmını yüzde yüz satmış.,Arsanın kalan kısmını herhalde satmamış.,Arsanın kalan kısmını sattığı yüzde yüz değilmiş.,"Arsanın kalan kısmını herhalde satmış, hatta sattığı yüzde yüzmüş.","Arsanın kalan kısmını herhalde satmış, belki de sattığı yüzde yüzmüş.",Arsanın kalan kısmını herhalde satmış ama sattığı yüzde yüz değilmiş.,"Arsanın kalan kısmını sattığı yüzde yüz değilmiş, hatta herhalde satmamış.","Arsanın kalan kısmını sattığı yüzde yüz değilmiş, belki de satmamış bile.","Arsanın kalan kısmını sattığı yüzde yüz değilmiş, ama herhalde satmış."
herhalde-yüzde yüz,Kitabı Samsun'a herhalde kargoyla göndermiş.,Kitabı Samsun'a yüzde yüz kargoyla göndermiş.,Kitabı Samsun'a herhalde kargoyla göndermemiş.,Kitabı Samsun'a kargoyla gönderdiği yüzde yüz değilmiş.,"Kitabı Samsun'a herhalde kargoyla göndermiş, hatta kargoyla gönderdiği yüzde yüzmüş.","Kitabı Samsun'a herhalde kargoyla göndermiş, belki de kargoyla gönderdiği yüzde yüzmüş.",Kitabı Samsun'a herhalde kargoyla göndermiş ama kargoyla gönderdiği yüzde yüz değilmiş.,"Kitabı Samsun'a kargoyla gönderdiği yüzde yüz değilmiş, hatta herhalde kargoyla göndermemiş.","Kitabı Samsun'a kargoyla gönderdiği yüzde yüz değilmiş, belki de kargoyla göndermemiş bile.","Kitabı Samsun'a kargoyla gönderdiği yüzde yüz değilmiş, ama herhalde kargoyla göndermiş."
herhalde-yüzde yüz,Tatilin bir kısmını herhalde Fransa'da geçirmiş.,Tatilin bir kısmını yüzde yüz Fransa'da geçirmiş.,Tatilin bir kısmını herhalde Fransa'da geçirmemiş.,Tatilin bir kısmını Fransa'da geçirdiği yüzde yüz değilmiş.,"Tatilin bir kısmını herhalde Fransa'da geçirmiş, hatta Fransa'da geçirdiği yüzde yüzmüş.","Tatilin bir kısmını herhalde Fransa'da geçirmiş, belki de Fransa'da geçirdiği yüzde yüzmüş.",Tatilin bir kısmını herhalde Fransa'da geçirmiş ama Fransa'da geçirdiği yüzde yüz değilmiş.,"Tatilin bir kısmını Fransa'da geçirdiği yüzde yüz değilmiş, hatta herhalde Fransa'da geçirmemiş.","Tatilin bir kısmını Fransa'da geçirdiği yüzde yüz değilmiş, belki de Fransa'da geçirmemiş bile.","Tatilin bir kısmını Fransa'da geçirdiği yüzde yüz değilmiş, ama herhalde Fransa'da geçirmiş."
herhalde-yüzde yüz,Herhalde Portekiz'in batı sahillerini gezmişler.,Yüzde yüz Portekiz'in batı sahillerini gezmişler.,Herhalde Portekiz'in batı sahillerini gezmemişler.,Portekiz'in batı sahillerini gezdikleri yüzde yüz değilmiş.,"Herhalde Portekiz'in batı sahillerini gezmişler, hatta gezdikleri yüzde yüzmüş.","Herhalde Portekiz'in batı sahillerini gezmişler, belki de gezdikleri yüzde yüzmüş.",Herhalde Portekiz'in batı sahillerini gezmişler ama gezdikleri yüzde yüz değilmiş.,"Portekiz'in batı sahillerini gezdikleri yüzde yüz değilmiş, hatta herhalde gezmemişler.","Portekiz'in batı sahillerini gezdikleri yüzde yüz değilmiş, belki de gezmemişler bile.","Portekiz'in batı sahillerini gezdikleri yüzde yüz değilmiş, ama herhalde gezmişler."
herhalde-yüzde yüz,Kasadaki elmaları herhalde kendi arabasıyla almış.,Kasadaki elmaları yüzde yüz kendi arabasıyla almış.,Kasadaki elmaları herhalde kendi arabasıyla almamış.,Kasadaki elmaları kendi arabasıyla aldığı yüzde yüz değilmiş.,"Kasadaki elmaları herhalde kendi arabasıyla almış, hatta kendi arabasıyla aldığı yüzde yüzmüş.","Kasadaki elmaları herhalde kendi arabasıyla almış, belki de kendi arabasıyla aldığı yüzde yüzmüş.",Kasadaki elmaları herhalde kendi arabasıyla almış ama kendi arabasıyla aldığı yüzde yüz değilmiş.,"Kasadaki elmaları kendi arabasıyla aldığı yüzde yüz değilmiş, hatta herhalde kendi arabasıyla almamış.","Kasadaki elmaları kendi arabasıyla aldığı yüzde yüz değilmiş, belki de kendi arabasıyla almamış bile.","Kasadaki elmaları kendi arabasıyla aldığı yüzde yüz değilmiş, ama herhalde kendi arabasıyla almış."
herhalde-yüzde yüz,Portakalları herhalde o sıkmış.,Portakalları yüzde yüz o sıkmış.,Portakalları herhalde o sıkmamış.,Portakalları onun sıktığı yüzde yüz değilmiş.,"Portakalları herhalde o sıkmış, hatta onun sıktığı yüzde yüzmüş.","Portakalları herhalde o sıkmış, belki de onun sıktığı yüzde yüzmüş.",Portakalları herhalde o sıkmış ama onun sıktığı yüzde yüz değilmiş.,"Portakalları onun sıktığı yüzde yüz değilmiş, hatta herhalde sıkmamış.","Portakalları onun sıktığı yüzde yüz değilmiş, belki de sıkmamış bile.","Portakalları onun sıktığı yüzde yüz değilmiş, ama herhalde sıkmış."
herhalde-yüzde yüz,Restorandaki hesabı herhalde kartla ödemiş.,Restorandaki hesabı yüzde yüz kartla ödemiş.,Restorandaki hesabı herhalde kartla ödememiş.,Restorandaki hesabı kartla ödediği yüzde yüz değilmiş.,"Restorandaki hesabı herhalde kartla ödemiş, hatta kartla ödediği yüzde yüzmüş.","Restorandaki hesabı herhalde kartla ödemiş, belki de kartla ödediği yüzde yüzmüş.",Restorandaki hesabı herhalde kartla ödemiş ama kartla ödediği yüzde yüz değilmiş.,"Restorandaki hesabı kartla ödediği yüzde yüz değilmiş, hatta herhalde kartla ödememiş.","Restorandaki hesabı kartla ödediği yüzde yüz değilmiş, belki de kartla ödememiş bile.","Restorandaki hesabı kartla ödediği yüzde yüz değilmiş, ama herhalde kartla ödemiş."
herhalde-yüzde yüz,Koyunlarını herhalde dağda gezdirmiş.,Koyunlarını yüzde yüz dağda gezdirmiş.,Koyunlarını herhalde dağda gezdirmemiş.,Koyunlarını dağda gezdirdiği yüzde yüz değilmiş.,"Koyunlarını herhalde dağda gezdirmiş, hatta dağda gezdirdiği yüzde yüzmüş.","Koyunlarını herhalde dağda gezdirmiş, belki de dağda gezdirdiği yüzde yüzmüş.",Koyunlarını herhalde dağda gezdirmiş ama dağda gezdirdiği yüzde yüz değilmiş.,"Koyunlarını dağda gezdirdiği yüzde yüz değilmiş, hatta herhalde dağda gezdirmemiş.","Koyunlarını dağda gezdirdiği yüzde yüz değilmiş, belki de dağda gezdirmemiş bile.","Koyunlarını dağda gezdirdiği yüzde yüz değilmiş, ama herhalde dağda gezdirmiş."
herhalde-yüzde yüz,Herhalde ödemeyi çekle yapmış.,Yüzde yüz ödemeyi çekle yapmış.,Herhalde ödemeyi çekle yapmamış.,Ödemeyi çekle yaptığı yüzde yüz değilmiş.,"Herhalde ödemeyi çekle yapmış, hatta ödemeyi çekle yaptığı yüzde yüzmüş.","Herhalde ödemeyi çekle yapmış, belki de ödemeyi çekle yaptığı yüzde yüzmüş.",Herhalde ödemeyi çekle yapmış ama ödemeyi çekle yaptığı yüzde yüz değilmiş.,"Ödemeyi çekle yaptığı yüzde yüz değilmiş, hatta herhalde ödemeyi çekle yapmamış.","Ödemeyi çekle yaptığı yüzde yüz değilmiş, belki de ödemeyi çekle yapmamış bile.","Ödemeyi çekle yaptığı yüzde yüz değilmiş, ama herhalde ödemeyi çekle yapmış."
herhalde-yüzde yüz,Herhalde kumandanın pilini şarj etmiş.,Yüzde yüz kumandanın pilini şarj etmiş.,Herhalde kumandanın pilini şarj etmemiş.,Kumandanın pilini şarj ettiği yüzde yüz değilmiş.,"Herhalde kumandanın pilini şarj etmiş, hatta şarj ettiği yüzde yüzmüş.","Herhalde kumandanın pilini şarj etmiş, belki de şarj ettiği yüzde yüzmüş.",Herhalde kumandanın pilini şarj etmiş ama şarj ettiği yüzde yüz değilmiş.,"Kumandanın pilini şarj ettiği yüzde yüz değilmiş, hatta herhalde şarj etmemiş.","Kumandanın pilini şarj ettiği yüzde yüz değilmiş, belki de şarj etmemiş bile.","Kumandanın pilini şarj ettiği yüzde yüz değilmiş, ama herhalde şarj etmiş."
herhalde-yüzde yüz,Yemekten sonra herhalde uyumuş.,Yüzde yüz yemekten sonra uyumuş.,Yemekten sonra herhalde uyumamış.,Yemekten sonra uyuduğu yüzde yüz değilmiş.,"Yemekten sonra herhalde uyumuş, hatta uyuduğu yüzde yüzmüş.","Yemekten sonra herhalde uyumuş, belki de uyuduğu yüzde yüzmüş.",Yemekten sonra herhalde uyumuş ama uyuduğu yüzde yüz değilmiş.,"Yemekten sonra uyuduğu yüzde yüz değilmiş, hatta herhalde uyumamış.","Yemekten sonra uyuduğu yüzde yüz değilmiş, belki de uyumamış bile.","Yemekten sonra uyuduğu yüzde yüz değilmiş, ama herhalde uyumuş."
herhalde-yüzde yüz,Haberleri herhalde en son o duymuş.,Haberleri yüzde yüz en son o duymuş.,Haberleri herhalde en son o duymamış.,Haberleri en son onun duyduğu yüzde yüz değilmiş.,"Haberleri herhalde en son o duymuş, hatta yüzde yüzmüş.","Haberleri herhalde en son o duymuş, belki de yüzde yüzmüş.",Haberleri herhalde en son o duymuş ama yüzde yüz değilmiş.,"Haberleri en son onun duyduğu yüzde yüz değilmiş, hatta herhalde en son o duymamış.","Haberleri en son onun duyduğu yüzde yüz değilmiş, belki de en son o duymamış bile.","Haberleri en son onun duyduğu yüzde yüz değilmiş, ama herhalde en son o duymuş."
herhalde-yüzde yüz,Kafasındaki uçağı herhalde derste tasarlamış.,Kafasındaki uçağı yüzde yüz derste tasarlamış.,Kafasındaki uçağı herhalde derste tasarlamamış.,Kafasındaki uçağı derste tasarladığı yüzde yüz değilmiş.,"Kafasındaki uçağı herhalde derste tasarlamış, hatta derste tasarladığı yüzde yüzmüş.","Kafasındaki uçağı herhalde derste tasarlamış, belki de derste tasarladığı yüzde yüzmüş.",Kafasındaki uçağı herhalde derste tasarlamış ama derste tasarladığı yüzde yüz değilmiş.,"Kafasındaki uçağı derste tasarladığı yüzde yüz değilmiş, hatta herhalde derste tasarlamamış.","Kafasındaki uçağı derste tasarladığı yüzde yüz değilmiş, belki de derste tasarlamamış bile.","Kafasındaki uçağı derste tasarladığı yüzde yüz değilmiş, ama herhalde derste tasarlamış."
herhalde-yüzde yüz,Pilotluk eğitimini herhalde bitirmiş.,Pilotluk eğitimini bitirdiği yüzde yüzmüş.,Pilotluk eğitimini herhalde bitirmemiş.,Pilotluk eğitimini bitirdiği yüzde yüz değilmiş.,"Pilotluk eğitimini herhalde bitirmiş, hatta bitirdiği yüzde yüzmüş.","Pilotluk eğitimini herhalde bitirmiş, belki de bitirdiği yüzde yüzmüş.",Pilotluk eğitimini herhalde bitirmiş ama bitirdiği yüzde yüz değilmiş.,"Pilotluk eğitimini bitirdiği yüzde yüz değilmiş, hatta herhalde bitirmemiş.","Pilotluk eğitimini bitirdiği yüzde yüz değilmiş, belki de bitirmemiş bile.","Pilotluk eğitimini bitirdiği yüzde yüz değilmiş, ama herhalde bitirmiş."
herhalde-yüzde yüz,Askerliğini herhalde geçen yıl yapmış.,Askerliğini yüzde yüz geçen yıl yapmış.,Askerliğini herhalde geçen yıl yapmamış.,Askerliğini geçen yıl yaptığı yüzde yüz değilmiş.,"Askerliğini herhalde geçen yıl yapmış, hatta geçen yıl yaptığı yüzde yüzmüş.","Askerliğini herhalde geçen yıl yapmış, belki de geçen yıl yaptığı yüzde yüzmüş.",Askerliğini herhalde geçen yıl yapmış ama geçen yıl yaptığı yüzde yüz değilmiş.,"Askerliğini geçen yıl yaptığı yüzde yüz değilmiş, hatta herhalde geçen yıl yapmamış.","Askerliğini geçen yıl yaptığı yüzde yüz değilmiş, belki de geçen yıl yapmamış bile.","Askerliğini geçen yıl yaptığı yüzde yüz değilmiş, ama herhalde geçen yıl yapmış."
