scale,A,B,C,D,D2,AD_cancellation,AD_suspension,AD_reinforcement,DA_cancellation,DA_suspension,DA_reinforcement,C_implicature_1,C_implicature_2,C_implicature_3
elli-yetmiş,Bu yazılımı elli kişi geliştirmişti.,Bu yazılımı yetmiş kişi geliştirmişti.,Bu yazılımı elli kişi geliştirmemişti.,Bu yazılımı yetmiş kişi geliştirmemişti.,Bu yazılımı elli kişiden fazlası geliştirmemişti.,"Bu yazılımı elli kişi geliştirmişti, hatta yetmiş kişi geliştirmişti.","Bu yazılımı elli kişi geliştirmişti, belki de yetmiş kişi geliştirmişti.",Bu yazılımı elli kişi geliştirmişti ama yetmiş kişi geliştirmemişti.,"Bu yazılımı yetmiş kişi geliştirmemişti, hatta elli kişi bile geliştirmemişti.","Bu yazılımı yetmiş kişi geliştirmemişti, belki elli kişi bile geliştirmemişti.",Bu yazılımı yetmiş kişi geliştirmemişti ama elli kişi geliştirmişti.,Bu yazılımı elli kişiden azı geliştirmişti.,Bu yazılımı en fazla kırk dokuz kişi geliştirmişti.,Bu yazılımı en az bir tane kişi geliştirmişti.
elli-yetmiş,Şehrin merkezindeki projeyi elli firma üstlendi.,Şehrin merkezindeki projeyi yetmiş firma üstlendi.,Şehrin merkezindeki projeyi elli firma üstlenmedi.,Şehrin merkezindeki projeyi yetmiş firma üstlenmedi.,Şehrin merkezindeki projeyi elli firmadan fazlası üstlenmedi.,"Şehrin merkezindeki projeyi elli firma üstlendi, hatta yetmiş firma üstlendi.","Şehrin merkezindeki projeyi elli firma üstlendi, belki de yetmiş firma üstlendi.",Şehrin merkezindeki projeyi elli firma üstlendi ama yetmiş firma üstlenmedi.,"Şehrin merkezindeki projeyi yetmiş firma üstlenmedi, hatta elli firma bile üstlenmedi.","Şehrin merkezindeki projeyi yetmiş firma üstlenmedi, belki elli firma bile üstlenmedi.",Şehrin merkezindeki projeyi yetmiş firma üstlenmedi ama elli firma üstlendi.,Şehrin merkezindeki projeyi elli firmadan azı üstlendi.,Şehrin merkezindeki projeyi en fazla kırk dokuz firma üstlendi.,Şehrin merkezindeki projeyi en az bir tane firma üstlendi.
elli-yetmiş,Elimizdeki kitaplar elli ihtiyaç sahibine gönderildi.,Elimizdeki kitaplar yetmiş ihtiyaç sahibine gönderildi.,Elimizdeki kitaplar elli ihtiyaç sahibine gönderilmedi.,Elimizdeki kitaplar yetmiş ihtiyaç sahibine gönderilmedi.,Elimizdeki kitaplar elli ihtiyaç sahibinden fazlasına gönderilmedi.,"Elimizdeki kitaplar elli ihtiyaç sahibine gönderildi, hatta yetmiş ihtiyaç sahibine gönderildi.","Elimizdeki kitaplar elli ihtiyaç sahibine gönderildi, belki de yetmiş ihtiyaç sahibine gönderildi.",Elimizdeki kitaplar elli ihtiyaç sahibine gönderildi ama yetmiş ihtiyaç sahibine gönderilmedi.,"Elimizdeki kitaplar yetmiş ihtiyaç sahibine gönderilmedi, hatta elli ihtiyaç sahibine bile gönderilmedi.","Elimizdeki kitaplar yetmiş ihtiyaç sahibine gönderilmedi, belki elli ihtiyaç sahibine bile gönderilmedi.",Elimizdeki kitaplar yetmiş ihtiyaç sahibine gönderilmedi ama elli ihtiyaç sahibine gönderildi.,Elimizdeki kitaplar elli ihtiyaç sahibinden azına gönderildi.,Elimizdeki kitaplar en fazla kırk dokuz ihtiyaç sahibine gönderildi.,Elimizdeki kitaplar en az bir tane ihtiyaç sahibine gönderildi.
elli-yetmiş,Projeyi elli kişi teşvik etti.,Projeyi yetmiş kişi teşvik etti.,Projeyi elli kişi teşvik etmedi.,Projeyi yetmiş kişi teşvik etmedi.,Projeyi elli kişiden fazlası teşvik etmedi.,"Projeyi elli kişi teşvik etti, hatta yetmiş kişi teşvik etti.","Projeyi elli kişi teşvik etti, belki de yetmiş kişi teşvik etti.",Projeyi elli kişi teşvik etti ama yetmiş kişi teşvik etmedi.,"Projeyi yetmiş kişi teşvik etmedi, hatta elli kişi bile teşvik etmedi.","Projeyi yetmiş kişi teşvik etmedi, belki elli kişi bile teşvik etmedi.",Projeyi yetmiş kişi teşvik etmedi ama elli kişi teşvik etti.,Projeyi elli kişiden azı teşvik etti.,Projeyi en fazla kırk dokuz kişi teşvik etti.,Projeyi en az bir tane kişi teşvik etti.
elli-yetmiş,Sorunu elli program tanımladı.,Sorunu yetmiş program tanımladı.,Sorunu elli program tanımlamadı.,Sorunu yetmiş program tanımlamadı.,Sorunu elli programdan fazlası tanımlamadı.,"Sorunu elli program tanımladı, hatta yetmiş program tanımladı.","Sorunu elli program tanımladı, belki de yetmiş program tanımladı.",Sorunu elli program tanımladı ama yetmiş program tanımlamadı.,"Sorunu yetmiş program tanımlamadı, hatta elli program bile tanımlamadı.","Sorunu yetmiş program tanımlamadı, belki elli program bile tanımlamadı.",Sorunu yetmiş program tanımlamadı ama elli program tanımladı.,Sorunu elli programdan azı tanımladı.,Sorunu en fazla kırk dokuz program tanımladı.,Sorunu en az bir tane program tanımladı.
elli-yetmiş,Gerekli hesaplamaları elli model hesapladı.,Gerekli hesaplamaları yetmiş model hesapladı.,Gerekli hesaplamaları elli model hesaplamadı.,Gerekli hesaplamaları yetmiş model hesaplamadı.,Gerekli hesaplamaları elli modelden fazlası hesaplamadı.,"Gerekli hesaplamaları elli model hesapladı, hatta yetmiş model hesapladı.","Gerekli hesaplamaları elli model hesapladı, belki de yetmiş model hesapladı.",Gerekli hesaplamaları elli model hesapladı ama yetmiş model hesaplamadı.,"Gerekli hesaplamaları yetmiş model hesaplamadı, hatta elli model bile hesaplamadı.","Gerekli hesaplamaları yetmiş model hesaplamadı, belki elli model bile hesaplamadı.",Gerekli hesaplamaları yetmiş model hesaplamadı ama elli model hesapladı.,Gerekli hesaplamaları elli modelden azı hesapladı.,Gerekli hesaplamaları en fazla kırk dokuz model hesapladı.,Gerekli hesaplamaları en az bir tane model hesapladı.
elli-yetmiş,Elli kişi bu konuda konuştu.,Yetmiş kişi bu konuda konuştu.,Elli kişi bu konuda konuşmadı.,Yetmiş kişi bu konuda konuşmadı.,Elli kişiden fazlası bu konuda konuşmadı.,"Elli kişi bu konuda konuştu, hatta yetmiş kişi bu konuda konuştu.","Elli kişi bu konuda konuştu, belki de yetmiş kişi bu konuda konuştu.",Elli kişi bu konuda konuştu ama yetmiş kişi bu konuda konuşmadı.,"Yetmiş kişi bu konuda konuşmadı, hatta elli kişi bile bu konuda konuşmadı.","Yetmiş kişi bu konuda konuşmadı, belki elli kişi bile bu konuda konuşmadı.",Yetmiş kişi bu konuda konuşmadı ama elli kişi bu konuda konuştu.,Elli kişiden azı bu konuda konuştu.,En fazla kırk dokuz kişi bu konuda konuştu.,En az bir tane kişi bu konuda konuştu.
elli-yetmiş,Bu sorunu elli ülke paylaşıyor.,Bu sorunu yetmiş ülke paylaşıyor.,Bu sorunu elli ülke paylaşmıyor.,Bu sorunu yetmiş ülke paylaşmıyor.,Bu sorunu elli ülkeden fazlası paylaşmıyor.,"Bu sorunu elli ülke paylaşıyor, hatta yetmiş ülke paylaşıyor.","Bu sorunu elli ülke paylaşıyor, belki de yetmiş ülke paylaşıyor.",Bu sorunu elli ülke paylaşıyor ama yetmiş ülke paylaşmıyor.,"Bu sorunu yetmiş ülke paylaşmıyor, hatta elli ülke bile paylaşmıyor.","Bu sorunu yetmiş ülke paylaşmıyor, belki elli ülke bile paylaşmıyor.",Bu sorunu yetmiş ülke paylaşmıyor ama elli ülke paylaşıyor.,Bu sorunu elli ülkeden azı paylaşıyor.,Bu sorunu en fazla kırk dokuz ülke paylaşıyor.,Bu sorunu en az bir tane ülke paylaşıyor.
elli-yetmiş,Bu denizde elli gemi var.,Bu denizde yetmiş gemi var.,Bu denizde elli gemi yok.,Bu denizde yetmiş gemi yok.,Bu denizde elli gemiden fazla gemi yok.,"Bu denizde elli gemi var, hatta yetmiş gemi var.","Bu denizde elli gemi var, belki de yetmiş gemi var.",Bu denizde elli gemi var ama yetmiş gemi yok.,"Bu denizde yetmiş gemi yok, hatta elli gemi bile yok.","Bu denizde yetmiş gemi yok, belki elli gemi bile yok.",Bu denizde yetmiş gemi yok ama elli gemi var.,Bu denizde elli gemiden az gemi var.,Bu denizde en fazla kırk dokuz gemi var.,Bu denizde en az bir tane gemi var.
elli-yetmiş,Elli firma konsorsiyumdan ayrıldı.,Yetmiş firma konsorsiyumdan ayrıldı.,Elli firma konsorsiyumdan ayrılmadı.,Yetmiş firma konsorsiyumdan ayrılmadı.,Elli firmadan fazlası konsorsiyumdan ayrılmadı.,"Elli firma konsorsiyumdan ayrıldı, hatta yetmiş firma konsorsiyumdan ayrıldı.","Elli firma konsorsiyumdan ayrıldı, belki de yetmiş firma konsorsiyumdan ayrıldı.",Elli firma konsorsiyumdan ayrıldı ama yetmiş firma konsorsiyumdan ayrılmadı.,"Yetmiş firma konsorsiyumdan ayrılmadı, hatta elli firma konsorsiyumdan ayrılmadı.","Yetmiş firma konsorsiyumdan ayrılmadı, belki elli firma konsorsiyumdan ayrılmadı.",Yetmiş firma konsorsiyumdan ayrılmadı ama elli firma konsorsiyumdan ayrıldı.,Elli firmadan azı konsorsiyumdan ayrıldı.,En fazla kırk dokuz firma konsorsiyumdan ayrıldı.,En az bir tane firma konsorsiyumdan ayrıldı.
elli-yetmiş,Sonucu elli profesör doğruladı.,Sonucu yetmiş profesör doğruladı.,Sonucu elli profesör doğrulamadı.,Sonucu yetmiş profesör doğrulamadı.,Sonucu elli profesörden fazlası doğrulamadı.,"Sonucu elli profesör doğruladı, hatta yetmiş profesör doğruladı.","Sonucu elli profesör doğruladı, belki de yetmiş profesör doğruladı.",Sonucu elli profesör doğruladı ama yetmiş profesör doğrulamadı.,"Sonucu yetmiş profesör doğrulamadı, hatta elli profesör bile doğrulamadı.","Sonucu yetmiş profesör doğrulamadı, belki elli profesör bile doğrulamadı.",Sonucu yetmiş profesör doğrulamadı ama elli profesör doğruladı.,Sonucu elli profesörden azı doğruladı.,Sonucu en fazla kırk dokuz profesör doğruladı.,Sonucu en az bir tane profesör doğruladı.
elli-yetmiş,Sisteme elli üniversite erişiyor.,Sisteme yetmiş üniversite erişiyor.,Sisteme elli üniversite erişmiyor.,Sisteme yetmiş üniversite erişmiyor.,Sisteme elli üniversiteden fazlası erişmiyor.,"Sisteme elli üniversite erişiyor, hatta yetmiş üniversite erişiyor.","Sisteme elli üniversite erişiyor, belki de yetmiş üniversite erişiyor.",Sisteme elli üniversite erişiyor ama yetmiş üniversite erişmiyor.,"Sisteme yetmiş üniversite erişmiyor, hatta elli üniversite bile erişmiyor.","Sisteme yetmiş üniversite erişmiyor, belki elli üniversite bile erişmiyor.",Sisteme yetmiş üniversite erişmiyor ama elli üniversite erişiyor.,Sisteme elli üniversiteden azı erişiyor.,Sisteme en fazla kırk dokuz üniversite erişiyor.,Sisteme en az bir tane üniversite erişiyor.
elli-yetmiş,Serdarlar elli kişiye ulaştı.,Serdarlar yetmiş kişiye ulaştı.,Serdarlar elli kişiye ulaşmadı.,Serdarlar yetmiş kişiye ulaşmadı.,Serdarlar elli kişiden fazlasına ulaşmadı.,"Serdarlar elli kişiye ulaştı, hatta yetmiş kişiye ulaştı.","Serdarlar elli kişiye ulaştı, belki de yetmiş kişiye ulaştı.",Serdarlar elli kişiye ulaştı ama yetmiş kişiye ulaşmadı.,"Serdarlar yetmiş kişiye ulaşmadı, hatta elli kişiye bile ulaşmadı.","Serdarlar yetmiş kişiye ulaşmadı, belki elli kişiye bile ulaşmadı.",Serdarlar yetmiş kişiye ulaşmadı ama elli kişiye ulaştı.,Serdarlar elli kişiden azına ulaştı.,Serdarlar en fazla kırk dokuz kişiye ulaştı.,Serdarlar en az bir tane kişiye ulaştı.
elli-yetmiş,Bu grup elli ülkeyi gözlemledi.,Bu grup yetmiş ülkeyi gözlemledi.,Bu grup elli ülkeyi gözlemlemedi.,Bu grup yetmiş ülkeyi gözlemlemedi.,Bu grup elli ülkeden fazlasını gözlemlemedi.,"Bu grup elli ülkeyi gözlemledi, hatta yetmiş ülkeyi gözlemledi.","Bu grup elli ülkeyi gözlemledi, belki de yetmiş ülkeyi gözlemledi.",Bu grup elli ülkeyi gözlemledi ama yetmiş ülkeyi gözlemlemedi.,"Bu grup yetmiş ülkeyi gözlemlemedi, hatta elli ülkeyi bile gözlemlemedi.","Bu grup yetmiş ülkeyi gözlemlemedi, belki elli ülkeyi bile gözlemlemedi.",Bu grup yetmiş ülkeyi gözlemlemedi ama elli ülkeyi gözlemledi.,Bu grup elli ülkeden azını gözlemledi.,Bu grup en fazla kırk dokuz ülkeyi gözlemledi.,Bu grup en az bir tane ülkeyi gözlemledi.
elli-yetmiş,Elli tane virüs sistemi bozdu.,Yetmiş tane virüs sistemi bozdu.,Elli tane virüs sistemi bozmadı.,Yetmiş tane virüs sistemi bozmadı.,Elli virüsten fazlası sistemi bozmadı.,"Elli tane virüs sistemi bozdu, hatta yetmiş tane virüs sistemi bozdu.","Elli tane virüs sistemi bozdu, belki de yetmiş tane virüs sistemi bozdu.",Elli tane virüs sistemi bozdu ama yetmiş tane virüs sistemi bozmadı.,"Yetmiş tane virüs sistemi bozmadı, hatta elli tane virüs sistemi bile bozmadı.","Yetmiş tane virüs sistemi bozmadı, belki elli tane virüs sistemi bile bozmadı.",Sistemi yetmiş tane virüs bozmadı ama elli tanesi bozdu.,Elli virüsten azı sistemi bozdu.,En fazla kırk dokuz virüs sistemi bozdu.,En az bir tane virüs sistemi bozdu.
elli-yetmiş,Elli öğrenci sonuca yaklaştı.,Yetmiş öğrenci sonuca yaklaştı.,Elli öğrenci sonuca yaklaşmadı.,Yetmiş öğrenci sonuca yaklaşmadı.,Elli öğrenciden fazlası sonuca yaklaşmadı.,"Elli öğrenci sonuca yaklaştı, hatta yetmiş öğrenci sonuca yaklaştı.","Elli öğrenci sonuca yaklaştı, belki de yetmiş öğrenci sonuca yaklaştı.",Elli öğrenci sonuca yaklaştı ama yetmiş öğrenci sonuca yaklaşmadı.,"Yetmiş öğrenci sonuca yaklaşmadı, hatta elli öğrenci bile sonuca yaklaşmadı.","Yetmiş öğrenci sonuca yaklaşmadı, belki elli öğrenci bile sonuca yaklaşmadı.",Yetmiş öğrenci sonuca yaklaşmadı ama ellisi yaklaştı.,Elli öğrenciden azı sonuca yaklaştı.,En fazla kırk dokuz öğrenci sonuca yaklaştı.,En az bir tane öğrenci sonuca yaklaştı.
elli-yetmiş,Elli yazılımımız sorunu analiz etti.,Yetmiş yazılımımız sorunu analiz etti.,Elli yazılımımız sorunu analiz etmedi.,Yetmiş yazılımımız sorunu analiz etmedi.,Elli yazılımımızdan fazlası sorunu analiz etmedi.,"Elli yazılımımız sorunu analiz etti, hatta yetmiş yazılımımız sorunu analiz etti.","Elli yazılımımız sorunu analiz etti, belki de yetmiş yazılımımız sorunu analiz etti.",Elli yazılımımız sorunu analiz etti ama yetmiş yazılımımız sorunu analiz etmedi.,"Yetmiş yazılımımız sorunu analiz etmedi, hatta elli yazılımımız bile sorunu analiz etmedi.","Yetmiş yazılımımız sorunu analiz etmedi, belki elli yazılımımız bile sorunu analiz etmedi.",Yetmiş yazılımımız sorunu analiz etmedi ama elli yazılımımız etti.,Elli yazılımımızdan azı sorunu analiz etti.,En fazla kırk dokuz yazılımımız sorunu analiz etti.,En az bir tane yazılımımız sorunu analiz etti.
elli-yetmiş,Elli kişi düşmanı yendi.,Yetmiş kişi düşmanı yendi.,Elli kişi düşmanı yenmedi.,Yetmiş kişi düşmanı yenmedi.,Elli kişiden fazlası düşmanı yenmedi.,"Elli kişi düşmanı yendi, hatta yetmiş kişi düşmanı yendi.","Elli kişi düşmanı yendi, belki de yetmiş kişi düşmanı yendi.",Elli kişi düşmanı yendi ama yetmiş kişi düşmanı yenmedi.,"Yetmiş kişi düşmanı yenmedi, hatta elli kişi bile düşmanı yenmedi.","Yetmiş kişi düşmanı yenmedi, belki elli kişi bile düşmanı yenmedi.",Yetmiş kişi düşmanı yenmedi ama elli kişi düşmanı yendi.,Elli kişiden azı düşmanı yendi.,En fazla kırk dokuz kişi düşmanı yendi.,En az bir tane kişi düşmanı yendi.
elli-yetmiş,Elli kişi yarışa başladı.,Yetmiş kişi yarışa başladı.,Elli kişi yarışa başlamadı.,Yetmiş kişi yarışa başlamadı.,Yarışa elli kişiden fazlası başlamadı.,"Elli kişi yarışa başladı, hatta yetmiş kişi yarışa başladı.","Elli kişi yarışa başladı, belki de yetmiş kişi yarışa başladı.",Elli kişi yarışa başladı ama yetmiş kişi yarışa başlamadı.,"Yetmiş kişi yarışa başlamadı, hatta elli kişi bile yarışa başlamadı.","Yetmiş kişi yarışa başlamadı, belki elli kişi bile yarışa başlamadı.",Yetmiş kişi yarışa başlamadı ama elli kişi yarışa başladı.,Elli kişiden azı yarışa başladı.,En fazla kırk dokuz kişi yarışa başladı.,En az bir tane kişi yarışa başladı.
elli-yetmiş,Çabalarımızı elli firma takdir etti.,Çabalarımızı yetmiş firma takdir etti.,Çabalarımızı elli firma takdir etmedi.,Çabalarımızı yetmiş firma takdir etmedi.,Çabalarımızı elli firmadan fazlası takdir etmedi.,"Çabalarımızı elli firma takdir etti, hatta yetmiş firma takdir etti.","Çabalarımızı elli firma takdir etti, belki de yetmiş firma takdir etti.",Çabalarımızı elli firma takdir etti ama yetmiş firma takdir etmedi.,"Çabalarımızı yetmiş firma takdir etmedi, hatta elli firma bile takdir etmedi.","Çabalarımızı yetmiş firma takdir etmedi, belki elli firma bile takdir etmedi.",Çabalarımızı yetmiş firma takdir etmedi ama elli firma takdir etti.,Çabalarımızı elli firmadan azı takdir etti.,Çabalarımızı en fazla kırk dokuz firma takdir etti.,Çabalarımızı en az bir tane firma takdir etti.
elli-yetmiş,Filmimizi elli salon gösterdi.,Filmimizi yetmiş salon gösterdi.,Filmimizi elli salon göstermedi.,Filmimizi yetmiş salon göstermedi.,Filmimizi elli salondan fazlası göstermedi.,"Filmimizi elli salon gösterdi, hatta yetmiş salon gösterdi.","Filmimizi elli salon gösterdi, belki de yetmiş salon gösterdi.",Filmimizi elli salon gösterdi ama yetmiş salon göstermedi.,"Filmimizi yetmiş salon göstermedi, hatta elli salon bile göstermedi.","Filmimizi yetmiş salon göstermedi, belki elli salon bile göstermedi.",Filmimizi yetmiş salon göstermedi ama elli salon gösterdi.,Filmimizi elli salondan azı gösterdi.,Filmimizi en fazla kırk dokuz salon gösterdi.,Filmimizi en az bir tane salon gösterdi.
elli-yetmiş,Personelimiz elli ülkede dolaştı.,Personelimiz yetmiş ülkede dolaştı.,Personelimiz elli ülkede dolaşmadı.,Personelimiz yetmiş ülkede dolaşmadı.,Personelimiz elli ülkeden fazlasında dolaşmadı.,"Personelimiz elli ülkede dolaştı, hatta yetmiş ülkede dolaştı.","Personelimiz elli ülkede dolaştı, belki de yetmiş ülkede dolaştı.",Personelimiz elli ülkede dolaştı ama yetmiş ülkede dolaşmadı.,"Personelimiz yetmiş ülkede dolaşmadı, hatta elli ülkede bile dolaşmadı.","Personelimiz yetmiş ülkede dolaşmadı, belki elli ülkede bile dolaşmadı.",Personelimiz yetmiş ülkede dolaşmadı ama elli ülkede dolaştı.,Personelimiz elli ülkeden azında dolaştı.,Personelimiz en fazla kırk dokuz ülkede dolaştı.,Personelimiz en az bir tane ülkede dolaştı.
